Project Number,Project Number Sequence,Plan Series,Capital Plan,Agency Name,Category Description,Element Description,Project Description,Latitude,Longitude,Location Indicator,Location
T8080317,2,8,Capital Plan 2020 - 2024,New York City Transit,SIGNALS & COMMUNICATION,SIGNAL MODERNIZATION,SigMod: Queens Blvd East and 3 Interlockings (Hillside) - Furnish,40.707461,-73.803709,multilocation,"(40.707461, -73.803709)"
ET120305,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,DEPOTS,DEPOTS MITIGATION: SANDY,Mitigation Reserve: Bus Rapid Transit - Staten Island North Shore: Right of Way,40.64279,-74.11418,base,"(40.64279, -74.11418)"
T7080640,255,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.713392,-74.006928,multilocation,"(40.713392, -74.006928)"
T7080620,5,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 49 Stations,40.660325,-73.998152,multilocation,"(40.660325, -73.998152)"
T7080302,14,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Communications-Based Train Control (CBTC) Technical Support Contract on the Flushing Line,40.74943,-73.866833,multilocation,"(40.74943, -73.866833)"
T6041318,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,DISABLED ACCESSIBILITY,ADA Accessibility at 8th Avenue Station on the Sea Beach Line,40.635067,-74.011745,base,"(40.635067, -74.011745)"
G7090163,1,7,Capital Plan 2015 - 2019,Capital Construction Company,EAST SIDE ACCESS,EAST SIDE ACCESS,ESA: 48th Street Entrance Fit Out (CM015B),40.753,-73.97706,base,"(40.753, -73.97706)"
ET070310,2,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE STRUCTURES,LINE STRUCTRE MITIGATION:SANDY,Mitigation: Debris Shielding on the Rockaway Line,40.608247,-73.815888,multilocation,"(40.608247, -73.815888)"
T6080649,57,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 64 Stations,40.85611,-73.900741,multilocation,"(40.85611, -73.900741)"
M7060101,1,7,Capital Plan 2015 - 2019,Metro-North Railroad,SHOPS AND YARDS,SHOPS AND YARDS,Harmon Shop Replacement - Phase V,41.1925,-73.8852,base,"(41.1925, -73.8852)"
T7041413,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,OTHER STATION IMPROVEMENTS,Livonia Avenue - Junius Street Station Connector - Design Only,40.663485,-73.902399,multilocation,"(40.663485, -73.902399)"
T8050350,3,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2024 / Dyre,40.887078,-73.831495,multilocation,"(40.887078, -73.831495)"
T7080640,6,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.674834,-73.957607,multilocation,"(40.674834, -73.957607)"
T6080622,84,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 93 Stations,40.733571,-73.870376,multilocation,"(40.733571, -73.870376)"
T7041269,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair Interior Stairs at Ocean Parkway on the Brighton Line (SBMP),40.5763,-73.968275,base,"(40.5763, -73.968275)"
T8041238,3,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,"Station Components: 43 Locations, Phase 1",40.725312,-73.996262,multilocation,"(40.725312, -73.996262)"
ET060310,12,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMT MITIGATION: SANDY,Mitigation: Seal Conduit and Duct Penetrations (SBFP),40.749517,-73.953655,multilocation,"(40.749517, -73.953655)"
G8140106,1,8,Capital Plan 2020 - 2024,Capital Construction Company,REGIONAL INVESTMENTS,REGIONAL INVESTMENTS,Regional Investments: Program Management/Construction Management,40.750669,-73.934639,base,"(40.750669, -73.934639)"
T60412A5,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,"Ventilator Repairs at 5 Locations in Queens, Manhattan and Brooklyn",40.640011,-73.948446,multilocation,"(40.640011, -73.948446)"
ET090220,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACTION POWER,TRACTION POWER REPAIRS: SANDY,Recovery: Power and Communication Cables (Cranberry Tube),40.701557,-73.999283,base,"(40.701557, -73.999283)"
ET090304,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACTION POWER,TRACTIONPOWER MITIGATION:SANDY,Mitigation: Montague-Furman Substation on the Broadway Line,40.695994,-73.998523,multilocation,"(40.695994, -73.998523)"
T6070322,1,6,Capital Plan 2010 - 2014,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Portal Repairs on the Broadway-7 Avenue Line,40.819883,-73.955197,multilocation,"(40.819883, -73.955197)"
T6080623,39,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Passenger Station Local Area Network at 68 Stations,40.816054,-73.917645,multilocation,"(40.816054, -73.917645)"
L70204U9,1,7,Capital Plan 2015 - 2019,Long Island Rail Road,STATIONS,STATION AND BUILDINGS,Jamaica Station - Planning & Engineering,40.6997932,-73.8086344,base,"(40.6997932, -73.8086344)"
T6120414,2,6,Capital Plan 2010 - 2014,New York City Transit,DEPOTS,DEPOT IMPROVEMENTS,Automated Fuel Management System Upgrade,40.788473,-73.949978,multilocation,"(40.788473, -73.949978)"
T70412D6,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Enhanced Station Initiative: Package 7 - Northern Boulevard on the Queens Boulevard Line,40.752934,-73.90606,base,"(40.752934, -73.90606)"
T8050337,3,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2023 / Brighton,40.694776,-73.983928,multilocation,"(40.694776, -73.983928)"
T7080341,22,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Install Communication-Based Train Control (CBTC): Lexington Ave Line and Interlockings - Design Only,40.714278,-74.003347,multilocation,"(40.714278, -74.003347)"
T8050343,7,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2024 / 8th Ave-Fulton,40.675865,-73.867892,multilocation,"(40.675865, -73.867892)"
G7090158,1,7,Capital Plan 2015 - 2019,Capital Construction Company,EAST SIDE ACCESS,EAST SIDE ACCESS,ESA: Civil and Neighborhood Beautification,40.7503,-73.93477,base,"(40.7503, -73.93477)"
T7060508,1,7,Capital Plan 2015 - 2019,New York City Transit,LINE EQUIPMENT,LINE EQUIPMENT,Construct Pump Room at Rockwell Place on the 4th Avenue Line - Design Only,40.688336,-73.979318,base,"(40.688336, -73.979318)"
T8060526,5,8,Capital Plan 2020 - 2024,New York City Transit,LINE EQUIPMENT,LINE EQUIPMENT,Sandy Mitigation: Pump Room Enhancements,40.72196,-74.005351,multilocation,"(40.72196, -74.005351)"
T6041294,3,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Component Repairs at 6 Stations on the Canarsie Line - Design Only,40.688808,-73.904026,multilocation,"(40.688808, -73.904026)"
T8070334,4,8,Capital Plan 2020 - 2024,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Rehabilitation of Emergency Exits at 12 Locations,40.764069,-73.970453,multilocation,"(40.764069, -73.970453)"
L8020604,1,8,Capital Plan 2020 - 2024,Long Island Rail Road,STATIONS,PENN STATION,Penn Station NY-33rd Corridor (Phase 2 LIRR 2020-2024 Plan Contribution),40.7509626,-73.9941526,base,"(40.7509626, -73.9941526)"
T60412B8,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair of 2 Street Stairs at Franklin Avenue Station on the Eastern Parkway Line (SBMP),40.67081,-73.957913,base,"(40.67081, -73.957913)"
T5060206,5,5,Capital Plan 2005 - 2009,New York City Transit,LINE EQUIPMENT,TUNNEL LIGHTING,Tunnel Lighting 42nd Street to 96th Street - Broadway-7th Avenue Line,40.778765,-73.981918,multilocation,"(40.778765, -73.981918)"
T8050318,1,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2021 / 6th Ave-Culver,40.685028,-73.991629,multilocation,"(40.685028, -73.991629)"
D702TN49,1,7,Capital Plan 2015 - 2019,Bridges And Tunnels,ROADWAYS & DECKS,THROGS NECK BRIDGE,Replacement of the Suspended Span Deck at the Throgs Neck Bridge,40.817341,-73.804919,base,"(40.817341, -73.804919)"
T7080333,1,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Modernize Signal Interlocking at Avenue X on the Culver Line,40.589563,-73.974422,base,"(40.589563, -73.974422)"
T8080661,1,8,Capital Plan 2020 - 2024,New York City Transit,SIGNALS & COMMUNICATION,COMMUNICATION SYSTEMS,Comm Room HVAC: 138 Street-Grand Concourse on the Jerome Line,40.813121,-73.929955,base,"(40.813121, -73.929955)"
T6080623,22,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Passenger Station Local Area Network at 68 Stations,40.737735,-73.997747,multilocation,"(40.737735, -73.997747)"
T6080649,45,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 64 Stations,40.818463,-73.926779,multilocation,"(40.818463, -73.926779)"
ET100208,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,SHOPS & YARDS,SHOPS & YARDS REPAIRS: SANDY,Recovery: Signals at 3 Yards - Design Only,40.821883,-73.935023,multilocation,"(40.821883, -73.935023)"
T8070334,6,8,Capital Plan 2020 - 2024,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Rehabilitation of Emergency Exits at 12 Locations,40.762465,-73.982495,multilocation,"(40.762465, -73.982495)"
EM040302,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,COMMUNICATIONS AND SIGNALS,COMM/SIGNAL MITIGATION: SANDY,Hudson Line Power and Signal Resiliency,40.9709,-73.8899,multilocation,"(40.9709, -73.8899)"
T7080640,131,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.757476,-73.920249,multilocation,"(40.757476, -73.920249)"
G6090117,1,6,Capital Plan 2010 - 2014,Capital Construction Company,East Side Access,EAST SIDE ACCESS,ESA: Manhattan Structures 2,40.75332,-73.976998,base,"(40.75332, -73.976998)"
T5089901,10,5,Capital Plan 2005 - 2009,New York City Transit,SIGNALS AND COMMUNICATIONS,ARRA SIGNAL & COMM PROJECTS,"Heating, Ventilation and Air-Conditioning: Station Communication Rooms",40.865126,-73.918067,multilocation,"(40.865126, -73.918067)"
T6080622,14,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 93 Stations,40.746857,-73.891395,multilocation,"(40.746857, -73.891395)"
G6100114,2,6,Capital Plan 2010 - 2014,Capital Construction Company,FULL LENGTH SECOND AVE SUBWAY,FULL LENGTH SECOND AVE SUBWAY,SAS: Station Signage,40.768928,-73.958464,multilocation,"(40.768928, -73.958464)"
ET040331,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,PASSENGER STATIONS,STATION MITIGATION: SANDY,Mitigation: Long Term Flood Mitigation Studies at Various Locations,40.719501,-74.001774,multilocation,"(40.719501, -74.001774)"
T6041249,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Renewal of Sutter Avenue Station on the New Lots Line,40.66475,-73.922644,base,"(40.66475, -73.922644)"
ET040327,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,PASSENGER STATIONS,STATION MITIGATION: SANDY,Mitigation: Street Level Openings at 7 Stations and 1 Fan Plant,40.753606,-73.941682,multilocation,"(40.753606, -73.941682)"
ET070307,2,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE STRUCTURES,LINE STRUCTRE MITIGATION:SANDY,Mitigation: Internal Tunnel Sealing,40.692335,-73.988793,multilocation,"(40.692335, -73.988793)"
T6070333,1,6,Capital Plan 2010 - 2014,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Overcoat Painting at Williamsburg Bridge and Myrtle Avenue on the Jamaica Line in Brooklyn - Design Only,40.713703,-73.972617,multilocation,"(40.713703, -73.972617)"
ET160303,2,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,MISCELLANEOUS/EMERGENCY,MISCELLANEOUS MITIGATION:SANDY,Mitigation Reserve: Bus Rapid Transit - Staten Island North Shore: Bus Stations,40.63519,-74.145464,multilocation,"(40.63519, -74.145464)"
T8060524,12,8,Capital Plan 2020 - 2024,New York City Transit,LINE EQUIPMENT,LINE EQUIPMENT,Deep Wells Back-Flushing on the Fulton and Crosstown Lines,40.672511,-73.891117,multilocation,"(40.672511, -73.891117)"
ET090305,7,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACTION POWER,TRACTIONPOWER MITIGATION:SANDY,Mitigation: Substation Hardening in Flood Prone Areas,40.593422,-73.773823,multilocation,"(40.593422, -73.773823)"
T8041238,14,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,"Station Components: 43 Locations, Phase 1",40.741237,-73.989278,multilocation,"(40.741237, -73.989278)"
T7040703,4,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS / ELEVATORS,Replace 8 Traction Elevators at Various Locations,40.697708,-73.993287,multilocation,"(40.697708, -73.993287)"
ET090305,19,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACTION POWER,TRACTIONPOWER MITIGATION:SANDY,Mitigation: Substation Hardening in Flood Prone Areas,40.733727,-73.954943,multilocation,"(40.733727, -73.954943)"
L70401C3,2,7,Capital Plan 2015 - 2019,Long Island Rail Road,LINE STRUCTURES,BRIDGES,Lynbrook and Rockville Centre Viaducts,40.6581372,-73.6431277,multilocation,"(40.6581372, -73.6431277)"
T6080620,17,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Upgrade Ventilation Systems in 19 Communication Rooms,40.818222,-73.92747,multilocation,"(40.818222, -73.92747)"
T6060201,1,6,Capital Plan 2010 - 2014,New York City Transit,LINE EQUIPMENT,TUNNEL LIGHTING,Replace Tunnel Lighting from the 11 St Portal- Queens Plaza on 60th Street Connection,40.747859,-73.940483,base,"(40.747859, -73.940483)"
G7140107,1,7,Capital Plan 2015 - 2019,Capital Construction Company,REGIONAL INVESTMENTS,REGIONAL INVESTMENTS,Regional Investment to Support ESA: GCT Concourse & Facilities Part 2,40.752778,-73.977222,base,"(40.752778, -73.977222)"
T8120406,2,8,Capital Plan 2020 - 2024,New York City Transit,DEPOTS,DEPOT IMPROVEMENTS,Automated Fuel Management System Upgrade: 15 Depots,40.866071,-73.832775,multilocation,"(40.866071, -73.832775)"
T60412G3,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair of 2 Street Stairs at 23rd Street Station on the Eighth Avenue Line (SBMP),40.746096,-73.997833,base,"(40.746096, -73.997833)"
T8040718,1,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS / ELEVATORS,Replace 1 Escalator at Parkchester on the Pelham Line,40.833236,-73.860868,base,"(40.833236, -73.860868)"
T60412I2,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Platform Edges at 167 Street on the Grand Concourse Line - Design Only,40.833779,-73.918424,base,"(40.833779, -73.918424)"
T7041246,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair of Platform Components at 4 Locations on the Queens Boulevard and Archer Lines - Design Only,40.702155,-73.801041,multilocation,"(40.702155, -73.801041)"
T6080650,8,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 16 Stations,40.86289,-73.901025,multilocation,"(40.86289, -73.901025)"
L8030403,1,8,Capital Plan 2020 - 2024,Long Island Rail Road,TRACK,OTHER TRACK IMPROVEMENTS,Jamaica Capacity Improvements - Hall Interlocking Expansion,40.700645,-73.804923,base,"(40.700645, -73.804923)"
T6080640,2,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Passenger Station Local Area Network at 3 Stations on the Crosstown Line,40.74628,-73.944494,multilocation,"(40.74628, -73.944494)"
ET050218,17,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACK,TRACK/SWITCH REPAIRS: SANDY,Recovery: Mainline Switches (200th to 207th Street / 8th Avenue),40.866391,-73.920294,multilocation,"(40.866391, -73.920294)"
T8050344,2,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2024 / Broadway-7th Ave,40.888404,-73.898951,multilocation,"(40.888404, -73.898951)"
T6160605,10,6,Capital Plan 2010 - 2014,New York City Transit,MISC./EMERGENCY,ENVIRONMENTAL AND SAFETY,Fire Sprinkler/Alarm Systems at 11 Employee Facilities,40.718613,-73.988164,multilocation,"(40.718613, -73.988164)"
T7080632,31,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 39 Stations (In-House),40.655051,-73.961586,multilocation,"(40.655051, -73.961586)"
T6040408,4,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,FARE COLLECTION,Passenger Station Local Area Network at 20 Stations,40.702155,-73.801041,multilocation,"(40.702155, -73.801041)"
T6041275,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Component Repairs at 2 Stations on the 6th Avenue Line - Design Only,40.666881,-73.981567,multilocation,"(40.666881, -73.981567)"
ET040310,5,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,PASSENGER STATIONS,STATION MITIGATION: SANDY,Mitigation: Sidewalk Vent Covers (SBFP),40.707286,-74.013165,multilocation,"(40.707286, -74.013165)"
L60401BL,1,6,Capital Plan 2010 - 2014,Long Island Rail Road,LINE STRUCTURES,BRIDGES,Post Avenue Bridge Replacement Design,40.752984,-73.587812,base,"(40.752984, -73.587812)"
T7080610,62,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 64 Stations (Transit Wireless),40.77952,-73.955569,multilocation,"(40.77952, -73.955569)"
T6120402,1,6,Capital Plan 2010 - 2014,New York City Transit,DEPOTS,DEPOT IMPROVEMENTS,Bus Rapid Transit,40.58467,-73.938859,multilocation,"(40.58467, -73.938859)"
T6040408,2,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,FARE COLLECTION,Passenger Station Local Area Network at 20 Stations,40.66896,-73.932441,multilocation,"(40.66896, -73.932441)"
L70401C7,2,7,Capital Plan 2015 - 2019,Long Island Rail Road,LINE STRUCTURES,BRIDGES,Atlantic Ave Hatchways,40.6894689,-73.8441887,multilocation,"(40.6894689, -73.8441887)"
T6100410,17,6,Capital Plan 2010 - 2014,New York City Transit,SHOPS AND YARDS,SHOPS AND YARDS,Install Yard Closed-Circuit Television Systems - Phase 2,40.823932,-73.935919,multilocation,"(40.823932, -73.935919)"
T6080604,15,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Public Address/Customer Info Screen Systems,40.608999,-73.973054,multilocation,"(40.608999, -73.973054)"
T70412I6,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Station Lighting at 3 Locations on Various Lines,40.718074,-73.999924,multilocation,"(40.718074, -73.999924)"
L70401C8,2,7,Capital Plan 2015 - 2019,Long Island Rail Road,LINE STRUCTURES,BRIDGES,ROW Improvements: Franklin Ave & Murray Hill - Design Only,40.7611713,-73.8212808,multilocation,"(40.7611713, -73.8212808)"
ET060323,2,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMT MITIGATION: SANDY,Mitigation: 2 Pump Rooms (Cranberry Tube),40.706784,-74.003605,multilocation,"(40.706784, -74.003605)"
T7070310,2,7,Capital Plan 2015 - 2019,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Overcoat Painting and Steel Repairs at 17 Bridges on the Dyre Line,40.850802,-73.864855,multilocation,"(40.850802, -73.864855)"
L60701AA,2,6,Capital Plan 2010 - 2014,Long Island Rail Road,POWER,POWER,Replacement of Hillside & Kew Garden Substations,40.705119,-73.786464,multilocation,"(40.705119, -73.786464)"
ET040338,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,PASSENGER STATIONS,STATION MITIGATION: SANDY,Mitigation: World Trade Center / Cortland Street,40.71201,-74.010316,base,"(40.71201, -74.010316)"
T8050331,2,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2022 / 4 Avenue,40.617736,-74.030507,multilocation,"(40.617736, -74.030507)"
T6120414,14,6,Capital Plan 2010 - 2014,New York City Transit,DEPOTS,DEPOT IMPROVEMENTS,Automated Fuel Management System Upgrade,40.632835,-74.128244,multilocation,"(40.632835, -74.128244)"
T6080650,1,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 16 Stations,40.746826,-73.945348,multilocation,"(40.746826, -73.945348)"
T7080640,55,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.680428,-73.84383,multilocation,"(40.680428, -73.84383)"
S6070106,5,6,Capital Plan 2010 - 2014,Staten Island Railway,STATEN ISLAND RAILWAY,SIR: MISCELLANEOUS,Rehabilitation of 5 Circuit Breaker Houses,40.6189708,-74.0716641,multilocation,"(40.6189708, -74.0716641)"
G5090119,1,5,Capital Plan 2005 - 2009,Capital Construction Company,EAST SIDE ACCESS,EAST SIDE ACCESS,ESA: Harold CILs & Communication System,40.748883,-73.930821,base,"(40.748883, -73.930821)"
T8040711,1,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS / ELEVATORS,Replace 4 Escalators at 2 Locations on 4 Ave and Concourse Lines,40.690638,-73.981865,multilocation,"(40.690638, -73.981865)"
T6080662,22,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Upgrade Access Nodes at 60 Stations,40.877786,-73.866203,multilocation,"(40.877786, -73.866203)"
T6080622,65,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 93 Stations,40.718507,-74.000645,multilocation,"(40.718507, -74.000645)"
T6090207,1,6,Capital Plan 2010 - 2014,New York City Transit,TRACTION POWER,SUBSTATIONS,Rehabilitate Roof/Enclosure of Concourse-East 144 Street Substation on the Jerome Line (SBMP),40.816572,-73.927818,base,"(40.816572, -73.927818)"
T7080640,195,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.830209,-73.937985,multilocation,"(40.830209, -73.937985)"
T70412L8,2,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Church Street Corridor Improvements,40.71201,-74.010316,multilocation,"(40.71201, -74.010316)"
M5020201,2,5,Capital Plan 2005 - 2009,Metro-North Railroad,STATIONS,OUTLYING STATIONS,Hudson Line Stations Improvements,41.012309,-73.879685,multilocation,"(41.012309, -73.879685)"
T7041338,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,DISABLED ACCESSIBILITY,ADA Accessibility at Tremont Avenue on the Concourse Line,40.629151,-73.961616,base,"(40.629151, -73.961616)"
T7041266,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair Platform Components at 8 Locations on the 8 Avenue Line - Design Only,40.805032,-73.954942,multilocation,"(40.805032, -73.954942)"
T6080619,27,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Waterproofing of Communication Rooms,40.807562,-73.919244,multilocation,"(40.807562, -73.919244)"
S6070111,1,6,Capital Plan 2010 - 2014,Staten Island Railway,STATEN ISLAND RAILWAY,SIR: MISCELLANEOUS,Construction of New Power Substation: New Dorp - Design Only,40.569578,-74.1216,base,"(40.569578, -74.1216)"
T8041259,1,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,Station Components: 46 Street-Bliss Street on the Flushing Line,40.743134,-73.918219,base,"(40.743134, -73.918219)"
T8050327,4,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2022 / 6th Ave-Culver,40.733655,-73.999482,multilocation,"(40.733655, -73.999482)"
T7041245,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair of Mezzanine Ceiling Finishes at 2 Locations on the Archer and Flushing Lines (SBMP) - Design Only,40.700577,-73.807686,multilocation,"(40.700577, -73.807686)"
ET060330,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMT MITIGATION: SANDY,Mitigation: 1 Fan Plant on the Flushing Line,40.743604,-73.958304,base,"(40.743604, -73.958304)"
L8070105,1,8,Capital Plan 2020 - 2024,Long Island Rail Road,POWER,POWER,Central Branch Electrification,40.715853,-73.403061,base,"(40.715853, -73.403061)"
T5041302,1,5,Capital Plan 2005 - 2009,New York City Transit,PASSENGER STATIONS,DISABLED ACCESSIBILITY,Station Accessibility (ADA) - Bleecker-Broadway/Lafayette Street Station Complex,40.725168,-73.995648,base,"(40.725168, -73.995648)"
T6060305,18,6,Capital Plan 2010 - 2014,New York City Transit,LINE EQUIPMENT,VENTILATION FACILITIES,Replace Ventilation Controls at 22 Locations,40.76489,-73.982155,multilocation,"(40.76489, -73.982155)"
T7080632,20,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 39 Stations (In-House),40.693396,-73.928904,multilocation,"(40.693396, -73.928904)"
T7080345,6,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,SIGNAL MODERNIZATION,Mainline Switch Replacement at Kings Highway Interlocking on the Culver Line,40.605169,-73.972266,multilocation,"(40.605169, -73.972266)"
G8090126,1,8,Capital Plan 2020 - 2024,Capital Construction Company,EAST SIDE ACCESS,EAST SIDE ACCESS,ESA: Amtrak Operating Support Services,40.753,-73.97706,base,"(40.753, -73.97706)"
